Country,Year,Value,Indicator,Color,Baseline,UpDown
Papua New Guinea,2002,89.26315789473685,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Samoa,2002,98.27586206896552,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2002,174.35897435897436,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2002,242.85714285714283,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2002,113.13131313131312,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2002,90.6810035842294,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2003,83.75,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Kiribati,2003,120.51282051282053,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2003,103.71428571428572,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2003,143.95604395604394,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2003,90.3157894736842,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2003,94.82758620689656,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2003,174.87179487179486,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2003,232.6530612244898,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2003,110.1010101010101,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2003,91.7562724014337,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2004,83.75,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Kiribati,2004,117.94871794871796,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2004,104.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2004,142.30769230769232,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2004,91.36842105263158,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2004,94.82758620689656,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2004,175.38461538461542,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2004,220.4081632653061,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2004,107.07070707070709,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2004,93.1899641577061,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2005,97.5,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2005,116.02564102564104,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2005,102.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2005,139.01098901098902,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2005,50.94736842105263,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Samoa,2005,93.10344827586208,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2005,175.38461538461542,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2005,208.1632653061224,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2005,106.06060606060606,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2005,94.2652329749104,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2006,101.25,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2006,113.46153846153844,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2006,103.71428571428572,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2006,135.71428571428572,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2006,93.47368421052632,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2006,93.10344827586208,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2006,174.87179487179486,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2006,195.91836734693877,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2006,105.05050505050508,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2006,94.9820788530466,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2007,106.25,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2007,111.53846153846156,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2007,106.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2007,68.68131868131869,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Papua New Guinea,2007,94.73684210526316,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2007,94.82758620689656,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2007,97.94871794871796,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2007,185.7142857142857,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2007,68.68686868686868,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Vanuatu,2007,95.6989247311828,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2008,108.75,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2008,109.61538461538464,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2008,107.42857142857144,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2008,128.02197802197804,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2008,96.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2008,96.55172413793105,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2008,171.7948717948718,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2008,177.55102040816325,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2008,103.03030303030305,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2008,58.602150537634415,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Fiji,2009,110.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2009,107.05128205128204,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2009,108.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2009,123.62637362637363,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2009,97.05263157894736,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2009,96.55172413793105,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2009,170.76923076923077,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2009,169.3877551020408,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2009,102.020202020202,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2009,96.415770609319,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2010,106.25,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2010,104.48717948717947,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2010,107.42857142857144,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2010,118.6813186813187,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2010,63.89473684210528,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Samoa,2010,96.55172413793105,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2010,169.23076923076923,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2010,159.18367346938774,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2010,102.020202020202,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2010,96.7741935483871,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2011,107.5,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2011,102.56410256410258,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2011,105.14285714285714,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2011,114.83516483516485,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2011,98.73684210526316,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2011,98.27586206896552,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2011,166.66666666666669,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2011,148.97959183673467,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2011,101.010101010101,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2011,97.4910394265233,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2012,106.25,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2012,101.2820512820513,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2012,103.42857142857144,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2012,111.53846153846156,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2012,99.3684210526316,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2012,98.27586206896552,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2012,163.5897435897436,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2012,121.42857142857142,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2012,101.010101010101,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2012,97.8494623655914,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2013,105.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2013,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2013,102.28571428571426,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2013,107.14285714285714,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2013,99.3684210526316,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2013,96.55172413793105,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2013,161.02564102564102,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2013,124.48979591836734,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2013,101.010101010101,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2013,57.70609318996417,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Fiji,2014,102.5,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2014,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2014,100.57142857142858,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2014,104.3956043956044,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2014,99.57894736842104,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2014,82.75862068965517,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Solomon Islands,2014,158.46153846153845,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2014,112.24489795918366,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2014,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2014,99.2831541218638,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tuvalu,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2015,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2016,96.25,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2016,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2016,99.42857142857142,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2016,96.15384615384616,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2016,100.21052631578948,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2016,101.72413793103448,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2016,154.8717948717949,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2016,87.75510204081631,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Tuvalu,2016,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2016,101.0752688172043,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2017,95.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2017,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2017,53.99999999999999,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Nauru,2017,92.85714285714285,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Papua New Guinea,2017,100.84210526315788,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2017,105.17241379310344,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2017,153.84615384615387,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2017,77.55102040816325,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Tuvalu,2017,100.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2017,101.7921146953405,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2018,93.75,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2018,60.89743589743591,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Marshall Islands,2018,95.71428571428572,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2018,89.56043956043956,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Papua New Guinea,2018,101.26315789473684,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2018,110.34482758620688,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2018,152.3076923076923,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2018,67.3469387755102,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Tuvalu,2018,98.989898989899,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2018,102.1505376344086,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2019,93.75,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2019,98.07692307692308,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2019,93.71428571428572,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2019,85.16483516483517,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Papua New Guinea,2019,101.68421052631578,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2019,83.62068965517241,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Solomon Islands,2019,151.28205128205127,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2019,41.836734693877546,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Tuvalu,2019,98.989898989899,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2019,102.50896057347671,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Fiji,2020,93.75,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Kiribati,2020,95.51282051282053,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Marshall Islands,2020,92.0,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Nauru,2020,82.41758241758242,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Papua New Guinea,2020,101.89473684210526,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Samoa,2020,117.2413793103448,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Solomon Islands,2020,150.25641025641025,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Tonga,2020,53.06122448979592,Proportion of children moderately or severely stunted or wasted,green,100.0,Down
Tuvalu,2020,97.97979797979797,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
Vanuatu,2020,102.8673835125448,Proportion of children moderately or severely stunted or wasted,red,100.0,Down
American Samoa,2015,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2015,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2015,,Proportion of severely food insecure,gray,5.0,Down
French Polynesia,2015,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2015,,Proportion of severely food insecure,gray,5.0,Down
Marshall Islands,2015,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2015,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2015,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2015,,Proportion of severely food insecure,gray,5.0,Down
Niue,2015,,Proportion of severely food insecure,gray,5.0,Down
Palau,2015,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2015,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2015,,Proportion of severely food insecure,gray,5.0,Down
Solomon Islands,2015,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2015,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2015,,Proportion of severely food insecure,gray,5.0,Down
Tuvalu,2015,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2015,,Proportion of severely food insecure,gray,5.0,Down
American Samoa,2016,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2016,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2016,,Proportion of severely food insecure,gray,5.0,Down
French Polynesia,2016,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2016,,Proportion of severely food insecure,gray,5.0,Down
Marshall Islands,2016,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2016,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2016,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2016,,Proportion of severely food insecure,gray,5.0,Down
Niue,2016,,Proportion of severely food insecure,gray,5.0,Down
Palau,2016,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2016,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2016,,Proportion of severely food insecure,gray,5.0,Down
Solomon Islands,2016,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2016,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2016,,Proportion of severely food insecure,gray,5.0,Down
Tuvalu,2016,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2016,,Proportion of severely food insecure,gray,5.0,Down
American Samoa,2017,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2017,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2017,,Proportion of severely food insecure,gray,5.0,Down
French Polynesia,2017,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2017,,Proportion of severely food insecure,gray,5.0,Down
Marshall Islands,2017,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2017,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2017,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2017,,Proportion of severely food insecure,gray,5.0,Down
Niue,2017,,Proportion of severely food insecure,gray,5.0,Down
Palau,2017,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2017,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2017,3.4,Proportion of severely food insecure,red,5.0,Down
Solomon Islands,2017,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2017,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2017,,Proportion of severely food insecure,gray,5.0,Down
Tuvalu,2017,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2017,,Proportion of severely food insecure,gray,5.0,Down
American Samoa,2018,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2018,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2018,,Proportion of severely food insecure,gray,5.0,Down
French Polynesia,2018,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2018,8.0,Proportion of severely food insecure,red,5.0,Down
Marshall Islands,2018,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2018,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2018,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2018,,Proportion of severely food insecure,gray,5.0,Down
Niue,2018,,Proportion of severely food insecure,gray,5.0,Down
Palau,2018,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2018,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2018,3.4,Proportion of severely food insecure,red,5.0,Down
Solomon Islands,2018,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2018,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2018,6.0,Proportion of severely food insecure,red,5.0,Down
Tuvalu,2018,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2018,2.4,Proportion of severely food insecure,green,5.0,Down
American Samoa,2019,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2019,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2019,2.0,Proportion of severely food insecure,green,5.0,Down
French Polynesia,2019,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2019,8.0,Proportion of severely food insecure,red,5.0,Down
Marshall Islands,2019,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2019,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2019,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2019,,Proportion of severely food insecure,gray,5.0,Down
Niue,2019,,Proportion of severely food insecure,gray,5.0,Down
Palau,2019,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2019,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2019,3.4,Proportion of severely food insecure,red,5.0,Down
Solomon Islands,2019,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2019,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2019,6.0,Proportion of severely food insecure,red,5.0,Down
Tuvalu,2019,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2019,2.4,Proportion of severely food insecure,green,5.0,Down
American Samoa,2020,,Proportion of severely food insecure,gray,5.0,Down
Cook Islands,2020,,Proportion of severely food insecure,gray,5.0,Down
Fiji,2020,4.2,Proportion of severely food insecure,red,5.0,Down
French Polynesia,2020,,Proportion of severely food insecure,gray,5.0,Down
Kiribati,2020,8.0,Proportion of severely food insecure,red,5.0,Down
Marshall Islands,2020,,Proportion of severely food insecure,gray,5.0,Down
Micronesia (Federated States of),2020,,Proportion of severely food insecure,gray,5.0,Down
Nauru,2020,,Proportion of severely food insecure,gray,5.0,Down
New Caledonia,2020,,Proportion of severely food insecure,gray,5.0,Down
Niue,2020,,Proportion of severely food insecure,gray,5.0,Down
Palau,2020,,Proportion of severely food insecure,gray,5.0,Down
Papua New Guinea,2020,,Proportion of severely food insecure,gray,5.0,Down
Samoa,2020,3.4,Proportion of severely food insecure,red,5.0,Down
Solomon Islands,2020,,Proportion of severely food insecure,gray,5.0,Down
Tokelau,2020,,Proportion of severely food insecure,gray,5.0,Down
Tonga,2020,6.0,Proportion of severely food insecure,red,5.0,Down
Tuvalu,2020,,Proportion of severely food insecure,gray,5.0,Down
Vanuatu,2020,2.4,Proportion of severely food insecure,green,5.0,Down
Fiji,1975,,Remittances,gray,10.0,Up
French Polynesia,1975,,Remittances,gray,10.0,Up
Kiribati,1975,,Remittances,gray,10.0,Up
Marshall Islands,1975,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1975,,Remittances,gray,10.0,Up
Nauru,1975,,Remittances,gray,10.0,Up
New Caledonia,1975,,Remittances,gray,10.0,Up
Palau,1975,,Remittances,gray,10.0,Up
Papua New Guinea,1975,,Remittances,gray,10.0,Up
Samoa,1975,,Remittances,gray,10.0,Up
Solomon Islands,1975,,Remittances,gray,10.0,Up
Tonga,1975,20.59,Remittances,green,10.0,Up
Tuvalu,1975,,Remittances,gray,10.0,Up
Vanuatu,1975,,Remittances,gray,10.0,Up
Fiji,1976,,Remittances,gray,10.0,Up
French Polynesia,1976,,Remittances,gray,10.0,Up
Kiribati,1976,,Remittances,gray,10.0,Up
Marshall Islands,1976,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1976,,Remittances,gray,10.0,Up
Nauru,1976,,Remittances,gray,10.0,Up
New Caledonia,1976,,Remittances,gray,10.0,Up
Palau,1976,,Remittances,gray,10.0,Up
Papua New Guinea,1976,0.92,Remittances,red,10.0,Up
Samoa,1976,,Remittances,gray,10.0,Up
Solomon Islands,1976,,Remittances,gray,10.0,Up
Tonga,1976,17.89,Remittances,green,10.0,Up
Tuvalu,1976,,Remittances,gray,10.0,Up
Vanuatu,1976,,Remittances,gray,10.0,Up
Fiji,1977,,Remittances,gray,10.0,Up
French Polynesia,1977,,Remittances,gray,10.0,Up
Kiribati,1977,,Remittances,gray,10.0,Up
Marshall Islands,1977,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1977,,Remittances,gray,10.0,Up
Nauru,1977,,Remittances,gray,10.0,Up
New Caledonia,1977,,Remittances,gray,10.0,Up
Palau,1977,,Remittances,gray,10.0,Up
Papua New Guinea,1977,0.53,Remittances,red,10.0,Up
Samoa,1977,,Remittances,gray,10.0,Up
Solomon Islands,1977,,Remittances,gray,10.0,Up
Tonga,1977,16.23,Remittances,green,10.0,Up
Tuvalu,1977,,Remittances,gray,10.0,Up
Vanuatu,1977,,Remittances,gray,10.0,Up
Fiji,1978,,Remittances,gray,10.0,Up
French Polynesia,1978,,Remittances,gray,10.0,Up
Kiribati,1978,,Remittances,gray,10.0,Up
Marshall Islands,1978,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1978,,Remittances,gray,10.0,Up
Nauru,1978,,Remittances,gray,10.0,Up
New Caledonia,1978,,Remittances,gray,10.0,Up
Palau,1978,,Remittances,gray,10.0,Up
Papua New Guinea,1978,0.47,Remittances,red,10.0,Up
Samoa,1978,,Remittances,gray,10.0,Up
Solomon Islands,1978,,Remittances,gray,10.0,Up
Tonga,1978,14.57,Remittances,green,10.0,Up
Tuvalu,1978,,Remittances,gray,10.0,Up
Vanuatu,1978,,Remittances,gray,10.0,Up
Fiji,1979,0.35,Remittances,red,10.0,Up
French Polynesia,1979,,Remittances,gray,10.0,Up
Kiribati,1979,3.67,Remittances,red,10.0,Up
Marshall Islands,1979,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1979,,Remittances,gray,10.0,Up
Nauru,1979,,Remittances,gray,10.0,Up
New Caledonia,1979,,Remittances,gray,10.0,Up
Palau,1979,,Remittances,gray,10.0,Up
Papua New Guinea,1979,0.4,Remittances,red,10.0,Up
Samoa,1979,,Remittances,gray,10.0,Up
Solomon Islands,1979,,Remittances,gray,10.0,Up
Tonga,1979,14.72,Remittances,green,10.0,Up
Tuvalu,1979,,Remittances,gray,10.0,Up
Vanuatu,1979,,Remittances,gray,10.0,Up
Fiji,1980,0.41,Remittances,red,10.0,Up
French Polynesia,1980,,Remittances,gray,10.0,Up
Kiribati,1980,4.12,Remittances,red,10.0,Up
Marshall Islands,1980,,Remittances,gray,10.0,Up
