Year,Income Group,Indicator,Avg_Income
2020,Upper middle income,Food Systems Resilience Score,61.0
2020,Upper middle income,Forest Change,70.8
2020,Upper middle income,Gender Equality,66.6
2020,Upper middle income,Green House Emission Per Capita,43.0
2020,Upper middle income,Human Capital,70.4
2020,Upper middle income,Income Inequality,55.2
2020,Upper middle income,Irrigation Infrastructure,17.4
2020,Upper middle income,KOFGI Globalization Index,NA
2020,Upper middle income,Labor Force Participation Rate,56.4
2020,Upper middle income,Land Degradation,61.9
2020,Upper middle income,Literacy Rate,95.6
2020,Upper middle income,Manufactured Capital,53.4
2020,Upper middle income,Micronutrient Availability,67.0
2020,Upper middle income,Natural Capital,46.3
2020,Upper middle income,Natural Hazard Exposure,68.4
2020,Upper middle income,Nutritional Standards,76.3
2020,Upper middle income,Per Capita GDP,50.2
2020,Upper middle income,Political Stability Risk,50.7
2020,Upper middle income,Population Growth Rate,77.7
2020,Upper middle income,Poverty Population,92.1
2020,Upper middle income,Protein Quality,73.0
2020,Upper middle income,Social Capital,61.7
2020,Upper middle income,Soil Organic Content,32.0
2020,Upper middle income,Supply Chain Infrastructure,48.8
2020,Upper middle income,Sustainable Agriculture,67.4
2020,Upper middle income,Telecommunications,75.9
2021,High income,Access to Agricultural Resources,50.3
2021,High income,Access to Diversified Financial Services,82.4
2021,High income,Access to Financial Services,97.3
2021,High income,Adoptation of Innovative Technologies,81.1
2021,High income,Agricultural GDP,96.5
2021,High income,Agricultural Production Volatility,60.9
2021,High income,Agricultural R&D,42.3
2021,High income,Agricultural Trade,77.4
2021,High income,Agricultural Water Quality,87.8
2021,High income,Agricultural Water Quantity,39.9
2021,High income,Agricultural Women Empowerment,24.3
2021,High income,Armed Conflict,94.6
2021,High income,Biodiversity and Habitat,61.3
2021,High income,Community Organizations,90.5
2021,High income,Corruption,71.6
2021,High income,Crop Storage Facilities,78.4
2021,High income,Dependency on Chronic Food Aid,97.3
2021,High income,Disaster Risk Management,68.2
2021,High income,Early Warning Measures,70.3
2021,High income,Ecosystem Services,34.9
2021,High income,Financial Capital,81.9
2021,High income,Food Dietary Diversity,61.8
2021,High income,Food Loss,86.7
2021,High income,Food Price Volatility,84.2
2021,High income,Food Safety,94.9
2021,High income,Food Safety Net Programs,99.3
2021,High income,Food Security Policy Commitment,31.8
2021,High income,Food Supply Sufficiency,85.9
2021,High income,Food Systems Resilience Score,70.2
2021,High income,Forest Change,74.5
2021,High income,Gender Equality,86.9
2021,High income,Green House Emission Per Capita,27.0
2021,High income,Human Capital,80.1
2021,High income,Income Inequality,74.8
2021,High income,Irrigation Infrastructure,26.7
2021,High income,KOFGI Globalization Index,NA
2021,High income,Labor Force Participation Rate,61.4
2021,High income,Land Degradation,81.5
2021,High income,Literacy Rate,NA
2021,High income,Manufactured Capital,65.4
2021,High income,Micronutrient Availability,70.9
2021,High income,Natural Capital,50.5
2021,High income,Natural Hazard Exposure,68.7
2021,High income,Nutritional Standards,76.6
2021,High income,Per Capita GDP,78.1
2021,High income,Political Stability Risk,72.7
2021,High income,Population Growth Rate,87.5
2021,High income,Poverty Population,99.2
2021,High income,Protein Quality,94.4
2021,High income,Social Capital,74.6
2021,High income,Soil Organic Content,36.0
2021,High income,Supply Chain Infrastructure,74.1
2021,High income,Sustainable Agriculture,85.1
2021,High income,Telecommunications,78.5
2021,Low income,Access to Agricultural Resources,55.1
2021,Low income,Access to Diversified Financial Services,13.9
2021,Low income,Access to Financial Services,44.4
2021,Low income,Adoptation of Innovative Technologies,33.3
2021,Low income,Agricultural GDP,50.9
2021,Low income,Agricultural Production Volatility,66.1
2021,Low income,Agricultural R&D,16.1
2021,Low income,Agricultural Trade,57.9
2021,Low income,Agricultural Water Quality,4.2
2021,Low income,Agricultural Water Quantity,41.7
2021,Low income,Agricultural Women Empowerment,27.8
2021,Low income,Armed Conflict,45.8
2021,Low income,Biodiversity and Habitat,50.8
2021,Low income,Community Organizations,58.3
2021,Low income,Corruption,18.1
2021,Low income,Crop Storage Facilities,77.8
2021,Low income,Dependency on Chronic Food Aid,50.0
2021,Low income,Disaster Risk Management,34.8
2021,Low income,Early Warning Measures,47.2
2021,Low income,Ecosystem Services,30.1
2021,Low income,Financial Capital,37.7
2021,Low income,Food Dietary Diversity,44.9
2021,Low income,Food Loss,66.9
2021,Low income,Food Price Volatility,49.1
2021,Low income,Food Safety,35.8
2021,Low income,Food Safety Net Programs,26.7
2021,Low income,Food Security Policy Commitment,47.6
2021,Low income,Food Supply Sufficiency,40.8
2021,Low income,Food Systems Resilience Score,45.4
2021,Low income,Forest Change,67.3
2021,Low income,Gender Equality,42.1
2021,Low income,Green House Emission Per Capita,83.1
2021,Low income,Human Capital,52.1
2021,Low income,Income Inequality,32.8
2021,Low income,Irrigation Infrastructure,3.0
2021,Low income,KOFGI Globalization Index,NA
2021,Low income,Labor Force Participation Rate,65.4
2021,Low income,Land Degradation,72.3
2021,Low income,Literacy Rate,37.3
2021,Low income,Manufactured Capital,35.3
2021,Low income,Micronutrient Availability,72.4
2021,Low income,Natural Capital,50.3
2021,Low income,Natural Hazard Exposure,65.7
2021,Low income,Nutritional Standards,49.9
2021,Low income,Per Capita GDP,16.9
2021,Low income,Political Stability Risk,35.0
2021,Low income,Population Growth Rate,39.4
2021,Low income,Poverty Population,32.6
2021,Low income,Protein Quality,41.3
2021,Low income,Social Capital,40.1
2021,Low income,Soil Organic Content,19.0
2021,Low income,Supply Chain Infrastructure,24.7
2021,Low income,Sustainable Agriculture,44.4
2021,Low income,Telecommunications,34.9
2021,Lower middle income,Access to Agricultural Resources,53.7
2021,Lower middle income,Access to Diversified Financial Services,35.5
2021,Lower middle income,Access to Financial Services,58.1
2021,Lower middle income,Adoptation of Innovative Technologies,33.3
2021,Lower middle income,Agricultural GDP,71.1
2021,Lower middle income,Agricultural Production Volatility,77.4
2021,Lower middle income,Agricultural R&D,19.3
2021,Lower middle income,Agricultural Trade,62.0
2021,Lower middle income,Agricultural Water Quality,11.7
2021,Lower middle income,Agricultural Water Quantity,40.6
2021,Lower middle income,Agricultural Women Empowerment,27.4
2021,Lower middle income,Armed Conflict,64.5
2021,Lower middle income,Biodiversity and Habitat,42.9
2021,Lower middle income,Community Organizations,82.3
2021,Lower middle income,Corruption,17.7
2021,Lower middle income,Crop Storage Facilities,87.1
2021,Lower middle income,Dependency on Chronic Food Aid,61.3
2021,Lower middle income,Disaster Risk Management,43.2
2021,Lower middle income,Early Warning Measures,24.2
2021,Lower middle income,Ecosystem Services,33.7
2021,Lower middle income,Financial Capital,51.8
2021,Lower middle income,Food Dietary Diversity,44.7
2021,Lower middle income,Food Loss,67.6
2021,Lower middle income,Food Price Volatility,64.8
2021,Lower middle income,Food Safety,69.8
2021,Lower middle income,Food Safety Net Programs,56.5
2021,Lower middle income,Food Security Policy Commitment,61.8
2021,Lower middle income,Food Supply Sufficiency,58.4
2021,Lower middle income,Food Systems Resilience Score,51.8
2021,Lower middle income,Forest Change,64.3
2021,Lower middle income,Gender Equality,54.1
2021,Lower middle income,Green House Emission Per Capita,69.0
2021,Lower middle income,Human Capital,59.4
2021,Lower middle income,Income Inequality,46.9
2021,Lower middle income,Irrigation Infrastructure,27.4
2021,Lower middle income,KOFGI Globalization Index,NA
2021,Lower middle income,Labor Force Participation Rate,58.4
2021,Lower middle income,Land Degradation,58.4
2021,Lower middle income,Literacy Rate,NA
2021,Lower middle income,Manufactured Capital,43.4
2021,Lower middle income,Micronutrient Availability,61.4
2021,Lower middle income,Natural Capital,47.7
2021,Lower middle income,Natural Hazard Exposure,67.5
2021,Lower middle income,Nutritional Standards,61.6
2021,Lower middle income,Per Capita GDP,36.5
2021,Lower middle income,Political Stability Risk,45.8
2021,Lower middle income,Population Growth Rate,62.1
2021,Lower middle income,Poverty Population,65.8
2021,Lower middle income,Protein Quality,51.4
2021,Lower middle income,Social Capital,53.3
2021,Lower middle income,Soil Organic Content,25.0
2021,Lower middle income,Supply Chain Infrastructure,33.4
2021,Lower middle income,Sustainable Agriculture,48.4
2021,Lower middle income,Telecommunications,64.0
2021,Upper middle income,Access to Agricultural Resources,52.4
2021,Upper middle income,Access to Diversified Financial Services,67.4
2021,Upper middle income,Access to Financial Services,84.8
2021,Upper middle income,Adoptation of Innovative Technologies,59.4
2021,Upper middle income,Agricultural GDP,86.3
2021,Upper middle income,Agricultural Production Volatility,71.4
2021,Upper middle income,Agricultural R&D,35.9
2021,Upper middle income,Agricultural Trade,70.7
2021,Upper middle income,Agricultural Water Quality,39.1
2021,Upper middle income,Agricultural Water Quantity,39.1
2021,Upper middle income,Agricultural Women Empowerment,39.1
2021,Upper middle income,Armed Conflict,75.0
2021,Upper middle income,Biodiversity and Habitat,49.4
2021,Upper middle income,Community Organizations,93.5
2021,Upper middle income,Corruption,34.8
2021,Upper middle income,Crop Storage Facilities,91.3
2021,Upper middle income,Dependency on Chronic Food Aid,47.8
2021,Upper middle income,Disaster Risk Management,63.7
2021,Upper middle income,Early Warning Measures,23.9
2021,Upper middle income,Ecosystem Services,36.5
2021,Upper middle income,Financial Capital,67.6
2021,Upper middle income,Food Dietary Diversity,53.0
2021,Upper middle income,Food Loss,75.2
2021,Upper middle income,Food Price Volatility,73.5
2021,Upper middle income,Food Safety,90.0
2021,Upper middle income,Food Safety Net Programs,92.4
2021,Upper middle income,Food Security Policy Commitment,53.0
2021,Upper middle income,Food Supply Sufficiency,53.6
2021,Upper middle income,Food Systems Resilience Score,61.5
2021,Upper middle income,Forest Change,70.8
2021,Upper middle income,Gender Equality,67.2
2021,Upper middle income,Green House Emission Per Capita,43.0
2021,Upper middle income,Human Capital,71.0
2021,Upper middle income,Income Inequality,55.0
2021,Upper middle income,Irrigation Infrastructure,17.5
2021,Upper middle income,KOFGI Globalization Index,NA
2021,Upper middle income,Labor Force Participation Rate,57.3
2021,Upper middle income,Land Degradation,61.9
2021,Upper middle income,Literacy Rate,NA
2021,Upper middle income,Manufactured Capital,53.0
2021,Upper middle income,Micronutrient Availability,67.0
2021,Upper middle income,Natural Capital,46.4
2021,Upper middle income,Natural Hazard Exposure,68.4
2021,Upper middle income,Nutritional Standards,73.2
2021,Upper middle income,Per Capita GDP,53.3
2021,Upper middle income,Political Stability Risk,49.3
2021,Upper middle income,Population Growth Rate,81.7
2021,Upper middle income,Poverty Population,92.2
2021,Upper middle income,Protein Quality,73.0
2021,Upper middle income,Social Capital,62.5
2021,Upper middle income,Soil Organic Content,32.0
2021,Upper middle income,Supply Chain Infrastructure,48.8
2021,Upper middle income,Sustainable Agriculture,67.4
2021,Upper middle income,Telecommunications,75.2
2022,High income,Access to Agricultural Resources,56.0
2022,High income,Access to Diversified Financial Services,82.4
2022,High income,Access to Financial Services,97.3
2022,High income,Adoptation of Innovative Technologies,82.0
2022,High income,Agricultural GDP,NA
2022,High income,Agricultural Production Volatility,61.3
2022,High income,Agricultural R&D,42.5
2022,High income,Agricultural Trade,75.8
2022,High income,Agricultural Water Quality,87.2
2022,High income,Agricultural Water Quantity,39.9
2022,High income,Agricultural Women Empowerment,24.3
2022,High income,Armed Conflict,93.9
2022,High income,Biodiversity and Habitat,61.3
2022,High income,Community Organizations,90.5
2022,High income,Corruption,71.6
2022,High income,Crop Storage Facilities,78.4
2022,High income,Dependency on Chronic Food Aid,97.3
2022,High income,Disaster Risk Management,71.7
2022,High income,Early Warning Measures,70.3
2022,High income,Ecosystem Services,34.9
2022,High income,Financial Capital,80.3
2022,High income,Food Dietary Diversity,61.9
2022,High income,Food Loss,86.2
2022,High income,Food Price Volatility,90.4
2022,High income,Food Safety,94.7
2022,High income,Food Safety Net Programs,99.3
2022,High income,Food Security Policy Commitment,34.7
2022,High income,Food Supply Sufficiency,86.3
2022,High income,Food Systems Resilience Score,59.0
2022,High income,Forest Change,74.3
2022,High income,Gender Equality,86.9
2022,High income,Green House Emission Per Capita,27.0
2022,High income,Human Capital,80.9
2022,High income,Income Inequality,74.8
2022,High income,Irrigation Infrastructure,26.7
2022,High income,KOFGI Globalization Index,NA
2022,High income,Labor Force Participation Rate,NA
2022,High income,Land Degradation,81.4
2022,High income,Manufactured Capital,65.8
2022,High income,Micronutrient Availability,70.9
2022,High income,Natural Capital,50.4
2022,High income,Natural Hazard Exposure,68.7
2022,High income,Nutritional Standards,76.7
2022,High income,Per Capita GDP,NA
2022,High income,Political Stability Risk,70.1
2022,High income,Population Growth Rate,NA
2022,High income,Poverty Population,99.2
2022,High income,Protein Quality,92.0
2022,High income,Social Capital,74.5
2022,High income,Soil Organic Content,36.0
2022,High income,Supply Chain Infrastructure,73.7
2022,High income,Sustainable Agriculture,85.1
2022,High income,Telecommunications,77.7
2022,Low income,Access to Agricultural Resources,54.3
2022,Low income,Access to Diversified Financial Services,13.9
2022,Low income,Access to Financial Services,47.2
2022,Low income,Adoptation of Innovative Technologies,33.3
2022,Low income,Agricultural GDP,NA
2022,Low income,Agricultural Production Volatility,65.2
2022,Low income,Agricultural R&D,16.2
2022,Low income,Agricultural Trade,57.6
2022,Low income,Agricultural Water Quality,4.2
2022,Low income,Agricultural Water Quantity,41.7
2022,Low income,Agricultural Women Empowerment,30.6
2022,Low income,Armed Conflict,44.4
2022,Low income,Biodiversity and Habitat,50.8
2022,Low income,Community Organizations,58.3
2022,Low income,Corruption,18.1
2022,Low income,Crop Storage Facilities,77.8
2022,Low income,Dependency on Chronic Food Aid,55.6
2022,Low income,Disaster Risk Management,40.3
2022,Low income,Early Warning Measures,47.2
2022,Low income,Ecosystem Services,30.1
2022,Low income,Financial Capital,44.3
2022,Low income,Food Dietary Diversity,45.1
2022,Low income,Food Loss,67.6
2022,Low income,Food Price Volatility,49.2
2022,Low income,Food Safety,35.8
2022,Low income,Food Safety Net Programs,29.3
2022,Low income,Food Security Policy Commitment,44.7
2022,Low income,Food Supply Sufficiency,43.2
2022,Low income,Food Systems Resilience Score,47.0
2022,Low income,Forest Change,68.8
2022,Low income,Gender Equality,42.1
2022,Low income,Green House Emission Per Capita,83.1
2022,Low income,Human Capital,49.0
2022,Low income,Income Inequality,32.8
2022,Low income,Irrigation Infrastructure,3.0
2022,Low income,KOFGI Globalization Index,NA
2022,Low income,Labor Force Participation Rate,NA
2022,Low income,Land Degradation,72.2
2022,Low income,Manufactured Capital,36.2
2022,Low income,Micronutrient Availability,72.4
2022,Low income,Natural Capital,50.4
2022,Low income,Natural Hazard Exposure,65.7
2022,Low income,Nutritional Standards,47.7
2022,Low income,Per Capita GDP,NA
2022,Low income,Political Stability Risk,32.5
2022,Low income,Population Growth Rate,NA
2022,Low income,Poverty Population,32.6
2022,Low income,Protein Quality,41.0
2022,Low income,Social Capital,40.3
2022,Low income,Soil Organic Content,19.0
2022,Low income,Supply Chain Infrastructure,23.3
2022,Low income,Sustainable Agriculture,44.4
2022,Low income,Telecommunications,37.0
2022,Lower middle income,Access to Agricultural Resources,53.8
2022,Lower middle income,Access to Diversified Financial Services,35.5
2022,Lower middle income,Access to Financial Services,61.3
2022,Lower middle income,Adoptation of Innovative Technologies,36.6
2022,Lower middle income,Agricultural GDP,NA
2022,Lower middle income,Agricultural Production Volatility,78.2
2022,Lower middle income,Agricultural R&D,18.7
2022,Lower middle income,Agricultural Trade,62.0
2022,Lower middle income,Agricultural Water Quality,11.7
2022,Lower middle income,Agricultural Water Quantity,40.6
2022,Lower middle income,Agricultural Women Empowerment,27.4
2022,Lower middle income,Armed Conflict,62.9
2022,Lower middle income,Biodiversity and Habitat,43.0
2022,Lower middle income,Community Organizations,82.3
2022,Lower middle income,Corruption,17.7
2022,Lower middle income,Crop Storage Facilities,87.1
2022,Lower middle income,Dependency on Chronic Food Aid,51.6
2022,Lower middle income,Disaster Risk Management,44.9
2022,Lower middle income,Early Warning Measures,24.2
2022,Lower middle income,Ecosystem Services,33.7
2022,Lower middle income,Financial Capital,58.1
2022,Lower middle income,Food Dietary Diversity,44.8
2022,Lower middle income,Food Loss,67.3
2022,Lower middle income,Food Price Volatility,64.9
2022,Lower middle income,Food Safety,70.7
2022,Lower middle income,Food Safety Net Programs,55.7
2022,Lower middle income,Food Security Policy Commitment,60.1
2022,Lower middle income,Food Supply Sufficiency,53.9
2022,Lower middle income,Food Systems Resilience Score,51.4
2022,Lower middle income,Forest Change,64.2
2022,Lower middle income,Gender Equality,54.1
2022,Lower middle income,Green House Emission Per Capita,69.0
2022,Lower middle income,Human Capital,59.0
2022,Lower middle income,Income Inequality,46.9
2022,Lower middle income,Irrigation Infrastructure,27.4
2022,Lower middle income,KOFGI Globalization Index,NA
2022,Lower middle income,Labor Force Participation Rate,NA
2022,Lower middle income,Land Degradation,58.3
2022,Lower middle income,Manufactured Capital,43.7
2022,Lower middle income,Micronutrient Availability,61.4
2022,Lower middle income,Natural Capital,47.7
2022,Lower middle income,Natural Hazard Exposure,67.5
2022,Lower middle income,Nutritional Standards,58.4
2022,Lower middle income,Per Capita GDP,NA
2022,Lower middle income,Political Stability Risk,43.5
2022,Lower middle income,Population Growth Rate,NA
2022,Lower middle income,Poverty Population,65.8
2022,Lower middle income,Protein Quality,54.6
2022,Lower middle income,Social Capital,51.4
2022,Lower middle income,Soil Organic Content,25.0
2022,Lower middle income,Supply Chain Infrastructure,32.6
2022,Lower middle income,Sustainable Agriculture,50.0
2022,Lower middle income,Telecommunications,64.3
2022,Upper middle income,Access to Agricultural Resources,53.7
2022,Upper middle income,Access to Diversified Financial Services,73.9
2022,Upper middle income,Access to Financial Services,84.8
2022,Upper middle income,Adoptation of Innovative Technologies,53.6
2022,Upper middle income,Agricultural GDP,NA
2022,Upper middle income,Agricultural Production Volatility,69.5
2022,Upper middle income,Agricultural R&D,33.2
2022,Upper middle income,Agricultural Trade,69.9
2022,Upper middle income,Agricultural Water Quality,39.1
2022,Upper middle income,Agricultural Water Quantity,39.1
2022,Upper middle income,Agricultural Women Empowerment,39.1
2022,Upper middle income,Armed Conflict,70.7
2022,Upper middle income,Biodiversity and Habitat,49.5
2022,Upper middle income,Community Organizations,93.5
2022,Upper middle income,Corruption,37.0
2022,Upper middle income,Crop Storage Facilities,95.7
2022,Upper middle income,Dependency on Chronic Food Aid,47.8
2022,Upper middle income,Disaster Risk Management,63.8
2022,Upper middle income,Early Warning Measures,23.9
2022,Upper middle income,Ecosystem Services,36.5
2022,Upper middle income,Financial Capital,69.7
2022,Upper middle income,Food Dietary Diversity,53.1
2022,Upper middle income,Food Loss,75.2
2022,Upper middle income,Food Price Volatility,64.9
2022,Upper middle income,Food Safety,90.2
2022,Upper middle income,Food Safety Net Programs,90.1
2022,Upper middle income,Food Security Policy Commitment,57.6
2022,Upper middle income,Food Supply Sufficiency,53.9
2022,Upper middle income,Food Systems Resilience Score,52.1
2022,Upper middle income,Forest Change,71.0
2022,Upper middle income,Gender Equality,67.2
2022,Upper middle income,Green House Emission Per Capita,43.0
2022,Upper middle income,Human Capital,69.8
2022,Upper middle income,Income Inequality,55.0
2022,Upper middle income,Irrigation Infrastructure,17.5
2022,Upper middle income,KOFGI Globalization Index,NA
2022,Upper middle income,Labor Force Participation Rate,NA
2022,Upper middle income,Land Degradation,61.9
2022,Upper middle income,Manufactured Capital,53.0
2022,Upper middle income,Micronutrient Availability,67.0
2022,Upper middle income,Natural Capital,46.5
2022,Upper middle income,Natural Hazard Exposure,68.4
2022,Upper middle income,Nutritional Standards,66.5
2022,Upper middle income,Per Capita GDP,NA
2022,Upper middle income,Political Stability Risk,49.3
2022,Upper middle income,Population Growth Rate,NA
2022,Upper middle income,Poverty Population,91.4
2022,Upper middle income,Protein Quality,74.2
2022,Upper middle income,Social Capital,61.9
2022,Upper middle income,Soil Organic Content,32.0
2022,Upper middle income,Supply Chain Infrastructure,48.7
2022,Upper middle income,Sustainable Agriculture,67.4
2022,Upper middle income,Telecommunications,74.0
