Year,Region,Indicator,Avg_Region
2020,Middle East & North Africa,Natural Capital,46.9
2020,Middle East & North Africa,Natural Hazard Exposure,68.9
2020,Middle East & North Africa,Nutritional Standards,63.2
2020,Middle East & North Africa,Per Capita GDP,52.7
2020,Middle East & North Africa,Political Stability Risk,38.6
2020,Middle East & North Africa,Population Growth Rate,53.6
2020,Middle East & North Africa,Poverty Population,91.9
2020,Middle East & North Africa,Protein Quality,76.8
2020,Middle East & North Africa,Social Capital,51.9
2020,Middle East & North Africa,Soil Organic Content,3.8
2020,Middle East & North Africa,Supply Chain Infrastructure,51.5
2020,Middle East & North Africa,Sustainable Agriculture,46.4
2020,Middle East & North Africa,Telecommunications,74.2
2020,North America,Access to Agricultural Resources,56.3
2020,North America,Access to Diversified Financial Services,100.0
2020,North America,Access to Financial Services,100.0
2020,North America,Adoptation of Innovative Technologies,66.6
2020,North America,Agricultural GDP,98.8
2020,North America,Agricultural Production Volatility,71.4
2020,North America,Agricultural R&D,38.5
2020,North America,Agricultural Trade,79.8
2020,North America,Agricultural Water Quality,100.0
2020,North America,Agricultural Water Quantity,62.5
2020,North America,Agricultural Women Empowerment,100.0
2020,North America,Armed Conflict,100.0
2020,North America,Biodiversity and Habitat,45.7
2020,North America,Community Organizations,100.0
2020,North America,Corruption,87.5
2020,North America,Crop Storage Facilities,50.0
2020,North America,Dependency on Chronic Food Aid,100.0
2020,North America,Disaster Risk Management,50.0
2020,North America,Early Warning Measures,100.0
2020,North America,Ecosystem Services,50.0
2020,North America,Financial Capital,89.2
2020,North America,Food Dietary Diversity,65.7
2020,North America,Food Loss,82.4
2020,North America,Food Price Volatility,88.5
2020,North America,Food Safety,99.8
2020,North America,Food Safety Net Programs,100.0
2020,North America,Food Security Policy Commitment,26.2
2020,North America,Food Supply Sufficiency,95.5
2020,North America,Food Systems Resilience Score,78.0
2020,North America,Forest Change,73.4
2020,North America,Gender Equality,85.1
2020,North America,Green House Emission Per Capita,4.1
2020,North America,Human Capital,87.4
2020,North America,Income Inequality,73.9
2020,North America,Irrigation Infrastructure,8.8
2020,North America,KOFGI Globalization Index,NA
2020,North America,Labor Force Participation Rate,62.4
2020,North America,Land Degradation,76.7
2020,North America,Literacy Rate,NA
2020,North America,Manufactured Capital,60.5
2020,North America,Micronutrient Availability,78.9
2020,North America,Natural Capital,57.6
2020,North America,Natural Hazard Exposure,73.9
2020,North America,Nutritional Standards,100.0
2020,North America,Per Capita GDP,85.5
2020,North America,Political Stability Risk,82.5
2020,North America,Population Growth Rate,80.7
2020,North America,Poverty Population,99.2
2020,North America,Protein Quality,100.0
2020,North America,Social Capital,88.2
2020,North America,Soil Organic Content,43.6
2020,North America,Supply Chain Infrastructure,80.0
2020,North America,Sustainable Agriculture,100.0
2020,North America,Telecommunications,56.7
2020,South Asia,Access to Agricultural Resources,57.4
2020,South Asia,Access to Diversified Financial Services,50.0
2020,South Asia,Access to Financial Services,60.0
2020,South Asia,Adoptation of Innovative Technologies,33.3
2020,South Asia,Agricultural GDP,71.2
2020,South Asia,Agricultural Production Volatility,70.7
2020,South Asia,Agricultural R&D,27.0
2020,South Asia,Agricultural Trade,55.9
2020,South Asia,Agricultural Water Quality,5.0
2020,South Asia,Agricultural Water Quantity,25.0
2020,South Asia,Agricultural Women Empowerment,40.0
2020,South Asia,Armed Conflict,60.0
2020,South Asia,Biodiversity and Habitat,37.9
2020,South Asia,Community Organizations,90.0
2020,South Asia,Corruption,25.0
2020,South Asia,Crop Storage Facilities,80.0
2020,South Asia,Dependency on Chronic Food Aid,60.0
2020,South Asia,Disaster Risk Management,53.8
2020,South Asia,Early Warning Measures,0.0
2020,South Asia,Ecosystem Services,45.8
2020,South Asia,Financial Capital,55.7
2020,South Asia,Food Dietary Diversity,43.4
2020,South Asia,Food Loss,72.2
2020,South Asia,Food Price Volatility,73.9
2020,South Asia,Food Safety,71.7
2020,South Asia,Food Safety Net Programs,65.1
2020,South Asia,Food Security Policy Commitment,81.0
2020,South Asia,Food Supply Sufficiency,52.6
2020,South Asia,Food Systems Resilience Score,53.9
2020,South Asia,Forest Change,74.0
2020,South Asia,Gender Equality,51.1
2020,South Asia,Green House Emission Per Capita,75.6
2020,South Asia,Human Capital,56.2
2020,South Asia,Income Inequality,50.1
2020,South Asia,Irrigation Infrastructure,78.0
2020,South Asia,KOFGI Globalization Index,NA
2020,South Asia,Labor Force Participation Rate,54.3
2020,South Asia,Land Degradation,44.0
2020,South Asia,Literacy Rate,83.6
2020,South Asia,Manufactured Capital,49.0
2020,South Asia,Micronutrient Availability,50.7
2020,South Asia,Natural Capital,49.3
2020,South Asia,Natural Hazard Exposure,62.3
2020,South Asia,Nutritional Standards,74.3
2020,South Asia,Per Capita GDP,32.6
2020,South Asia,Political Stability Risk,53.0
2020,South Asia,Population Growth Rate,62.2
2020,South Asia,Poverty Population,57.3
2020,South Asia,Protein Quality,42.4
2020,South Asia,Social Capital,60.0
2020,South Asia,Soil Organic Content,34.2
2020,South Asia,Supply Chain Infrastructure,38.3
2020,South Asia,Sustainable Agriculture,50.0
2020,South Asia,Telecommunications,65.3
2020,Sub-Saharan Africa,Access to Agricultural Resources,52.3
2020,Sub-Saharan Africa,Access to Diversified Financial Services,13.5
2020,Sub-Saharan Africa,Access to Financial Services,42.3
2020,Sub-Saharan Africa,Adoptation of Innovative Technologies,34.6
2020,Sub-Saharan Africa,Agricultural GDP,65.8
2020,Sub-Saharan Africa,Agricultural Production Volatility,69.2
2020,Sub-Saharan Africa,Agricultural R&D,18.7
2020,Sub-Saharan Africa,Agricultural Trade,61.0
2020,Sub-Saharan Africa,Agricultural Water Quality,2.8
2020,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2020,Sub-Saharan Africa,Agricultural Women Empowerment,28.8
2020,Sub-Saharan Africa,Armed Conflict,59.6
2020,Sub-Saharan Africa,Biodiversity and Habitat,53.6
2020,Sub-Saharan Africa,Community Organizations,63.5
2020,Sub-Saharan Africa,Corruption,25.0
2020,Sub-Saharan Africa,Crop Storage Facilities,92.3
2020,Sub-Saharan Africa,Dependency on Chronic Food Aid,38.5
2020,Sub-Saharan Africa,Disaster Risk Management,37.3
2020,Sub-Saharan Africa,Early Warning Measures,44.2
2020,Sub-Saharan Africa,Ecosystem Services,33.2
2020,Sub-Saharan Africa,Financial Capital,48.8
2020,Sub-Saharan Africa,Food Dietary Diversity,46.8
2020,Sub-Saharan Africa,Food Loss,61.2
2020,Sub-Saharan Africa,Food Price Volatility,70.8
2020,Sub-Saharan Africa,Food Safety,41.9
2020,Sub-Saharan Africa,Food Safety Net Programs,38.2
2020,Sub-Saharan Africa,Food Security Policy Commitment,46.9
2020,Sub-Saharan Africa,Food Supply Sufficiency,39.1
2020,Sub-Saharan Africa,Food Systems Resilience Score,48.9
2020,Sub-Saharan Africa,Forest Change,64.4
2020,Sub-Saharan Africa,Gender Equality,44.1
2020,Sub-Saharan Africa,Green House Emission Per Capita,76.4
2020,Sub-Saharan Africa,Human Capital,51.4
2020,Sub-Saharan Africa,Income Inequality,34.6
2020,Sub-Saharan Africa,Irrigation Infrastructure,1.6
2020,Sub-Saharan Africa,KOFGI Globalization Index,NA
2020,Sub-Saharan Africa,Labor Force Participation Rate,63.9
2020,Sub-Saharan Africa,Land Degradation,62.0
2020,Sub-Saharan Africa,Literacy Rate,30.8
2020,Sub-Saharan Africa,Manufactured Capital,38.7
2020,Sub-Saharan Africa,Micronutrient Availability,70.9
2020,Sub-Saharan Africa,Natural Capital,50.4
2020,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2020,Sub-Saharan Africa,Nutritional Standards,55.3
2020,Sub-Saharan Africa,Per Capita GDP,26.4
2020,Sub-Saharan Africa,Political Stability Risk,45.0
2020,Sub-Saharan Africa,Population Growth Rate,38.1
2020,Sub-Saharan Africa,Poverty Population,35.4
2020,Sub-Saharan Africa,Protein Quality,41.9
2020,Sub-Saharan Africa,Social Capital,44.5
2020,Sub-Saharan Africa,Soil Organic Content,18.4
2020,Sub-Saharan Africa,Supply Chain Infrastructure,29.5
2020,Sub-Saharan Africa,Sustainable Agriculture,44.2
2020,Sub-Saharan Africa,Telecommunications,41.6
2021,East Asia & Pacific,Access to Agricultural Resources,52.9
2021,East Asia & Pacific,Access to Diversified Financial Services,53.6
2021,East Asia & Pacific,Access to Financial Services,78.6
2021,East Asia & Pacific,Adoptation of Innovative Technologies,52.4
2021,East Asia & Pacific,Agricultural GDP,79.6
2021,East Asia & Pacific,Agricultural Production Volatility,81.4
2021,East Asia & Pacific,Agricultural R&D,46.2
2021,East Asia & Pacific,Agricultural Trade,74.0
2021,East Asia & Pacific,Agricultural Water Quality,35.7
2021,East Asia & Pacific,Agricultural Water Quantity,46.4
2021,East Asia & Pacific,Agricultural Women Empowerment,32.1
2021,East Asia & Pacific,Armed Conflict,78.6
2021,East Asia & Pacific,Biodiversity and Habitat,41.9
2021,East Asia & Pacific,Community Organizations,89.3
2021,East Asia & Pacific,Corruption,44.6
2021,East Asia & Pacific,Crop Storage Facilities,71.4
2021,East Asia & Pacific,Dependency on Chronic Food Aid,71.4
2021,East Asia & Pacific,Disaster Risk Management,52.5
2021,East Asia & Pacific,Early Warning Measures,35.7
2021,East Asia & Pacific,Ecosystem Services,22.1
2021,East Asia & Pacific,Financial Capital,61.9
2021,East Asia & Pacific,Food Dietary Diversity,49.4
2021,East Asia & Pacific,Food Loss,80.2
2021,East Asia & Pacific,Food Price Volatility,76.5
2021,East Asia & Pacific,Food Safety,85.3
2021,East Asia & Pacific,Food Safety Net Programs,87.6
2021,East Asia & Pacific,Food Security Policy Commitment,47.0
2021,East Asia & Pacific,Food Supply Sufficiency,65.8
2021,East Asia & Pacific,Food Systems Resilience Score,59.2
2021,East Asia & Pacific,Forest Change,65.2
2021,East Asia & Pacific,Gender Equality,72.6
2021,East Asia & Pacific,Green House Emission Per Capita,46.0
2021,East Asia & Pacific,Human Capital,72.0
2021,East Asia & Pacific,Income Inequality,61.0
2021,East Asia & Pacific,Irrigation Infrastructure,36.3
2021,East Asia & Pacific,KOFGI Globalization Index,NA
2021,East Asia & Pacific,Labor Force Participation Rate,64.2
2021,East Asia & Pacific,Land Degradation,61.3
2021,East Asia & Pacific,Literacy Rate,NA
2021,East Asia & Pacific,Manufactured Capital,56.1
2021,East Asia & Pacific,Micronutrient Availability,61.1
2021,East Asia & Pacific,Natural Capital,42.5
2021,East Asia & Pacific,Natural Hazard Exposure,64.6
2021,East Asia & Pacific,Nutritional Standards,60.5
2021,East Asia & Pacific,Per Capita GDP,53.1
2021,East Asia & Pacific,Political Stability Risk,58.6
2021,East Asia & Pacific,Population Growth Rate,79.6
2021,East Asia & Pacific,Poverty Population,90.0
2021,East Asia & Pacific,Protein Quality,72.4
2021,East Asia & Pacific,Social Capital,64.2
2021,East Asia & Pacific,Soil Organic Content,43.9
2021,East Asia & Pacific,Supply Chain Infrastructure,54.7
2021,East Asia & Pacific,Sustainable Agriculture,67.9
2021,East Asia & Pacific,Telecommunications,84.2
2021,Europe & Central Asia,Access to Agricultural Resources,47.0
2021,Europe & Central Asia,Access to Diversified Financial Services,95.0
2021,Europe & Central Asia,Access to Financial Services,95.0
2021,Europe & Central Asia,Adoptation of Innovative Technologies,70.0
2021,Europe & Central Asia,Agricultural GDP,91.4
2021,Europe & Central Asia,Agricultural Production Volatility,58.5
2021,Europe & Central Asia,Agricultural R&D,34.8
2021,Europe & Central Asia,Agricultural Trade,73.8
2021,Europe & Central Asia,Agricultural Water Quality,70.0
2021,Europe & Central Asia,Agricultural Water Quantity,41.7
2021,Europe & Central Asia,Agricultural Women Empowerment,15.0
2021,Europe & Central Asia,Armed Conflict,83.3
2021,Europe & Central Asia,Biodiversity and Habitat,64.6
2021,Europe & Central Asia,Community Organizations,93.3
2021,Europe & Central Asia,Corruption,54.2
2021,Europe & Central Asia,Crop Storage Facilities,90.0
2021,Europe & Central Asia,Dependency on Chronic Food Aid,76.7
2021,Europe & Central Asia,Disaster Risk Management,72.6
2021,Europe & Central Asia,Early Warning Measures,80.0
2021,Europe & Central Asia,Ecosystem Services,34.5
2021,Europe & Central Asia,Financial Capital,78.4
2021,Europe & Central Asia,Food Dietary Diversity,62.4
2021,Europe & Central Asia,Food Loss,85.9
2021,Europe & Central Asia,Food Price Volatility,79.6
2021,Europe & Central Asia,Food Safety,93.4
2021,Europe & Central Asia,Food Safety Net Programs,95.8
2021,Europe & Central Asia,Food Security Policy Commitment,27.7
2021,Europe & Central Asia,Food Supply Sufficiency,76.1
2021,Europe & Central Asia,Food Systems Resilience Score,69.1
2021,Europe & Central Asia,Forest Change,76.2
2021,Europe & Central Asia,Gender Equality,86.3
2021,Europe & Central Asia,Green House Emission Per Capita,33.3
2021,Europe & Central Asia,Human Capital,78.0
2021,Europe & Central Asia,Income Inequality,73.7
2021,Europe & Central Asia,Irrigation Infrastructure,19.5
2021,Europe & Central Asia,KOFGI Globalization Index,NA
2021,Europe & Central Asia,Labor Force Participation Rate,57.7
2021,Europe & Central Asia,Land Degradation,80.7
2021,Europe & Central Asia,Literacy Rate,NA
2021,Europe & Central Asia,Manufactured Capital,64.6
2021,Europe & Central Asia,Micronutrient Availability,70.2
2021,Europe & Central Asia,Natural Capital,52.2
2021,Europe & Central Asia,Natural Hazard Exposure,67.9
2021,Europe & Central Asia,Nutritional Standards,73.3
2021,Europe & Central Asia,Per Capita GDP,68.6
2021,Europe & Central Asia,Political Stability Risk,64.8
2021,Europe & Central Asia,Population Growth Rate,90.6
2021,Europe & Central Asia,Poverty Population,95.7
2021,Europe & Central Asia,Protein Quality,90.9
2021,Europe & Central Asia,Social Capital,67.0
2021,Europe & Central Asia,Soil Organic Content,38.7
2021,Europe & Central Asia,Supply Chain Infrastructure,65.7
2021,Europe & Central Asia,Sustainable Agriculture,80.0
2021,Europe & Central Asia,Telecommunications,74.5
2021,Latin America & Caribbean,Access to Agricultural Resources,48.7
2021,Latin America & Caribbean,Access to Diversified Financial Services,47.4
2021,Latin America & Caribbean,Access to Financial Services,68.4
2021,Latin America & Caribbean,Adoptation of Innovative Technologies,75.4
2021,Latin America & Caribbean,Agricultural GDP,86.5
2021,Latin America & Caribbean,Agricultural Production Volatility,75.9
2021,Latin America & Caribbean,Agricultural R&D,26.4
2021,Latin America & Caribbean,Agricultural Trade,71.6
2021,Latin America & Caribbean,Agricultural Water Quality,42.1
2021,Latin America & Caribbean,Agricultural Water Quantity,52.6
2021,Latin America & Caribbean,Agricultural Women Empowerment,57.9
2021,Latin America & Caribbean,Armed Conflict,77.6
2021,Latin America & Caribbean,Biodiversity and Habitat,56.5
2021,Latin America & Caribbean,Community Organizations,100.0
2021,Latin America & Caribbean,Corruption,31.6
2021,Latin America & Caribbean,Crop Storage Facilities,78.9
2021,Latin America & Caribbean,Dependency on Chronic Food Aid,52.6
2021,Latin America & Caribbean,Disaster Risk Management,52.1
2021,Latin America & Caribbean,Early Warning Measures,18.4
2021,Latin America & Caribbean,Ecosystem Services,27.5
2021,Latin America & Caribbean,Financial Capital,67.0
2021,Latin America & Caribbean,Food Dietary Diversity,49.2
2021,Latin America & Caribbean,Food Loss,72.9
2021,Latin America & Caribbean,Food Price Volatility,65.9
2021,Latin America & Caribbean,Food Safety,88.2
2021,Latin America & Caribbean,Food Safety Net Programs,73.1
2021,Latin America & Caribbean,Food Security Policy Commitment,71.2
2021,Latin America & Caribbean,Food Supply Sufficiency,51.6
2021,Latin America & Caribbean,Food Systems Resilience Score,62.9
2021,Latin America & Caribbean,Forest Change,65.4
2021,Latin America & Caribbean,Gender Equality,59.8
2021,Latin America & Caribbean,Green House Emission Per Capita,48.7
2021,Latin America & Caribbean,Human Capital,72.8
2021,Latin America & Caribbean,Income Inequality,48.5
2021,Latin America & Caribbean,Irrigation Infrastructure,12.7
2021,Latin America & Caribbean,KOFGI Globalization Index,NA
2021,Latin America & Caribbean,Labor Force Participation Rate,60.5
2021,Latin America & Caribbean,Land Degradation,61.5
2021,Latin America & Caribbean,Literacy Rate,NA
2021,Latin America & Caribbean,Manufactured Capital,45.5
2021,Latin America & Caribbean,Micronutrient Availability,67.3
2021,Latin America & Caribbean,Natural Capital,47.1
2021,Latin America & Caribbean,Natural Hazard Exposure,71.0
2021,Latin America & Caribbean,Nutritional Standards,73.8
2021,Latin America & Caribbean,Per Capita GDP,55.5
2021,Latin America & Caribbean,Political Stability Risk,52.4
2021,Latin America & Caribbean,Population Growth Rate,81.3
2021,Latin America & Caribbean,Poverty Population,88.5
2021,Latin America & Caribbean,Protein Quality,66.7
2021,Latin America & Caribbean,Social Capital,65.0
2021,Latin America & Caribbean,Soil Organic Content,34.0
2021,Latin America & Caribbean,Supply Chain Infrastructure,41.1
2021,Latin America & Caribbean,Sustainable Agriculture,68.4
2021,Latin America & Caribbean,Telecommunications,65.7
2021,Middle East & North Africa,Access to Agricultural Resources,64.7
2021,Middle East & North Africa,Access to Diversified Financial Services,39.3
2021,Middle East & North Africa,Access to Financial Services,82.1
2021,Middle East & North Africa,Adoptation of Innovative Technologies,38.1
2021,Middle East & North Africa,Agricultural GDP,89.8
2021,Middle East & North Africa,Agricultural Production Volatility,61.4
2021,Middle East & North Africa,Agricultural R&D,30.6
2021,Middle East & North Africa,Agricultural Trade,65.7
2021,Middle East & North Africa,Agricultural Water Quality,67.9
2021,Middle East & North Africa,Agricultural Water Quantity,7.1
2021,Middle East & North Africa,Agricultural Women Empowerment,0.0
2021,Middle East & North Africa,Armed Conflict,69.6
2021,Middle East & North Africa,Biodiversity and Habitat,30.6
2021,Middle East & North Africa,Community Organizations,67.9
2021,Middle East & North Africa,Corruption,39.3
2021,Middle East & North Africa,Crop Storage Facilities,71.4
2021,Middle East & North Africa,Dependency on Chronic Food Aid,71.4
2021,Middle East & North Africa,Disaster Risk Management,47.0
2021,Middle East & North Africa,Early Warning Measures,14.3
2021,Middle East & North Africa,Ecosystem Services,57.0
2021,Middle East & North Africa,Financial Capital,62.4
2021,Middle East & North Africa,Food Dietary Diversity,49.0
2021,Middle East & North Africa,Food Loss,80.6
2021,Middle East & North Africa,Food Price Volatility,80.3
2021,Middle East & North Africa,Food Safety,80.7
2021,Middle East & North Africa,Food Safety Net Programs,80.6
2021,Middle East & North Africa,Food Security Policy Commitment,36.1
2021,Middle East & North Africa,Food Supply Sufficiency,69.1
2021,Middle East & North Africa,Food Systems Resilience Score,54.9
2021,Middle East & North Africa,Forest Change,73.0
2021,Middle East & North Africa,Gender Equality,66.1
2021,Middle East & North Africa,Green House Emission Per Capita,36.7
2021,Middle East & North Africa,Human Capital,65.3
2021,Middle East & North Africa,Income Inequality,59.6
2021,Middle East & North Africa,Irrigation Infrastructure,37.3
2021,Middle East & North Africa,KOFGI Globalization Index,NA
2021,Middle East & North Africa,Labor Force Participation Rate,52.0
2021,Middle East & North Africa,Land Degradation,85.0
2021,Middle East & North Africa,Literacy Rate,NA
2021,Middle East & North Africa,Manufactured Capital,46.5
2021,Middle East & North Africa,Micronutrient Availability,67.9
2021,Middle East & North Africa,Natural Capital,46.9
2021,Middle East & North Africa,Natural Hazard Exposure,68.9
2021,Middle East & North Africa,Nutritional Standards,61.9
2021,Middle East & North Africa,Per Capita GDP,54.1
2021,Middle East & North Africa,Political Stability Risk,39.6
2021,Middle East & North Africa,Population Growth Rate,62.2
2021,Middle East & North Africa,Poverty Population,92.0
2021,Middle East & North Africa,Protein Quality,76.8
2021,Middle East & North Africa,Social Capital,53.3
2021,Middle East & North Africa,Soil Organic Content,3.8
2021,Middle East & North Africa,Supply Chain Infrastructure,52.0
2021,Middle East & North Africa,Sustainable Agriculture,46.4
2021,Middle East & North Africa,Telecommunications,73.1
2021,North America,Access to Agricultural Resources,51.3
2021,North America,Access to Diversified Financial Services,100.0
2021,North America,Access to Financial Services,100.0
2021,North America,Adoptation of Innovative Technologies,66.6
2021,North America,Agricultural GDP,NA
2021,North America,Agricultural Production Volatility,79.9
2021,North America,Agricultural R&D,45.6
2021,North America,Agricultural Trade,80.1
2021,North America,Agricultural Water Quality,100.0
2021,North America,Agricultural Water Quantity,62.5
2021,North America,Agricultural Women Empowerment,100.0
2021,North America,Armed Conflict,100.0
2021,North America,Biodiversity and Habitat,46.0
2021,North America,Community Organizations,100.0
2021,North America,Corruption,87.5
2021,North America,Crop Storage Facilities,100.0
2021,North America,Dependency on Chronic Food Aid,100.0
2021,North America,Disaster Risk Management,50.0
2021,North America,Early Warning Measures,100.0
2021,North America,Ecosystem Services,50.0
2021,North America,Financial Capital,90.0
2021,North America,Food Dietary Diversity,65.7
2021,North America,Food Loss,82.0
2021,North America,Food Price Volatility,85.2
2021,North America,Food Safety,99.8
2021,North America,Food Safety Net Programs,100.0
2021,North America,Food Security Policy Commitment,26.2
2021,North America,Food Supply Sufficiency,96.3
2021,North America,Food Systems Resilience Score,79.5
2021,North America,Forest Change,73.2
2021,North America,Gender Equality,85.8
2021,North America,Green House Emission Per Capita,4.1
2021,North America,Human Capital,88.6
2021,North America,Income Inequality,73.8
2021,North America,Irrigation Infrastructure,8.8
2021,North America,KOFGI Globalization Index,NA
2021,North America,Labor Force Participation Rate,63.0
2021,North America,Land Degradation,76.7
2021,North America,Literacy Rate,NA
2021,North America,Manufactured Capital,67.8
2021,North America,Micronutrient Availability,78.9
2021,North America,Natural Capital,57.6
2021,North America,Natural Hazard Exposure,73.9
2021,North America,Nutritional Standards,100.0
2021,North America,Per Capita GDP,90.4
2021,North America,Political Stability Risk,82.5
2021,North America,Population Growth Rate,95.3
2021,North America,Poverty Population,99.2
2021,North America,Protein Quality,100.0
2021,North America,Social Capital,88.2
2021,North America,Soil Organic Content,43.6
2021,North America,Supply Chain Infrastructure,80.0
2021,North America,Sustainable Agriculture,100.0
2021,North America,Telecommunications,58.4
2021,South Asia,Access to Agricultural Resources,62.1
2021,South Asia,Access to Diversified Financial Services,50.0
2021,South Asia,Access to Financial Services,60.0
2021,South Asia,Adoptation of Innovative Technologies,46.7
2021,South Asia,Agricultural GDP,69.7
2021,South Asia,Agricultural Production Volatility,72.1
2021,South Asia,Agricultural R&D,26.8
2021,South Asia,Agricultural Trade,54.0
2021,South Asia,Agricultural Water Quality,5.0
2021,South Asia,Agricultural Water Quantity,25.0
2021,South Asia,Agricultural Women Empowerment,40.0
2021,South Asia,Armed Conflict,60.0
2021,South Asia,Biodiversity and Habitat,38.8
2021,South Asia,Community Organizations,90.0
2021,South Asia,Corruption,25.0
2021,South Asia,Crop Storage Facilities,100.0
2021,South Asia,Dependency on Chronic Food Aid,80.0
2021,South Asia,Disaster Risk Management,53.7
2021,South Asia,Early Warning Measures,0.0
2021,South Asia,Ecosystem Services,45.8
2021,South Asia,Financial Capital,55.5
2021,South Asia,Food Dietary Diversity,43.4
2021,South Asia,Food Loss,71.9
2021,South Asia,Food Price Volatility,50.3
2021,South Asia,Food Safety,73.8
2021,South Asia,Food Safety Net Programs,54.9
2021,South Asia,Food Security Policy Commitment,90.5
2021,South Asia,Food Supply Sufficiency,62.7
2021,South Asia,Food Systems Resilience Score,56.2
2021,South Asia,Forest Change,74.0
2021,South Asia,Gender Equality,51.7
2021,South Asia,Green House Emission Per Capita,75.6
2021,South Asia,Human Capital,59.3
2021,South Asia,Income Inequality,50.3
2021,South Asia,Irrigation Infrastructure,78.0
2021,South Asia,KOFGI Globalization Index,NA
2021,South Asia,Labor Force Participation Rate,54.8
2021,South Asia,Land Degradation,44.0
2021,South Asia,Literacy Rate,37.3
2021,South Asia,Manufactured Capital,52.5
2021,South Asia,Micronutrient Availability,50.7
2021,South Asia,Natural Capital,49.6
2021,South Asia,Natural Hazard Exposure,62.3
2021,South Asia,Nutritional Standards,74.3
2021,South Asia,Per Capita GDP,38.2
2021,South Asia,Political Stability Risk,52.0
2021,South Asia,Population Growth Rate,68.6
2021,South Asia,Poverty Population,57.3
2021,South Asia,Protein Quality,42.4
2021,South Asia,Social Capital,61.8
2021,South Asia,Soil Organic Content,34.2
2021,South Asia,Supply Chain Infrastructure,38.3
2021,South Asia,Sustainable Agriculture,60.0
2021,South Asia,Telecommunications,63.4
2021,Sub-Saharan Africa,Access to Agricultural Resources,53.2
2021,Sub-Saharan Africa,Access to Diversified Financial Services,17.3
2021,Sub-Saharan Africa,Access to Financial Services,48.1
2021,Sub-Saharan Africa,Adoptation of Innovative Technologies,34.6
2021,Sub-Saharan Africa,Agricultural GDP,64.4
2021,Sub-Saharan Africa,Agricultural Production Volatility,70.7
2021,Sub-Saharan Africa,Agricultural R&D,19.0
2021,Sub-Saharan Africa,Agricultural Trade,59.8
2021,Sub-Saharan Africa,Agricultural Water Quality,2.8
2021,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2021,Sub-Saharan Africa,Agricultural Women Empowerment,28.8
2021,Sub-Saharan Africa,Armed Conflict,58.7
2021,Sub-Saharan Africa,Biodiversity and Habitat,54.3
2021,Sub-Saharan Africa,Community Organizations,63.5
2021,Sub-Saharan Africa,Corruption,24.0
2021,Sub-Saharan Africa,Crop Storage Facilities,88.5
2021,Sub-Saharan Africa,Dependency on Chronic Food Aid,61.5
2021,Sub-Saharan Africa,Disaster Risk Management,39.4
2021,Sub-Saharan Africa,Early Warning Measures,44.2
2021,Sub-Saharan Africa,Ecosystem Services,33.2
2021,Sub-Saharan Africa,Financial Capital,46.3
2021,Sub-Saharan Africa,Food Dietary Diversity,46.8
2021,Sub-Saharan Africa,Food Loss,60.7
2021,Sub-Saharan Africa,Food Price Volatility,55.2
2021,Sub-Saharan Africa,Food Safety,42.8
2021,Sub-Saharan Africa,Food Safety Net Programs,37.1
2021,Sub-Saharan Africa,Food Security Policy Commitment,50.8
2021,Sub-Saharan Africa,Food Supply Sufficiency,50.1
2021,Sub-Saharan Africa,Food Systems Resilience Score,49.4
2021,Sub-Saharan Africa,Forest Change,64.4
2021,Sub-Saharan Africa,Gender Equality,44.4
2021,Sub-Saharan Africa,Green House Emission Per Capita,76.4
2021,Sub-Saharan Africa,Human Capital,54.1
2021,Sub-Saharan Africa,Income Inequality,34.7
2021,Sub-Saharan Africa,Irrigation Infrastructure,1.6
2021,Sub-Saharan Africa,KOFGI Globalization Index,NA
2021,Sub-Saharan Africa,Labor Force Participation Rate,64.3
2021,Sub-Saharan Africa,Land Degradation,62.0
2021,Sub-Saharan Africa,Literacy Rate,NA
2021,Sub-Saharan Africa,Manufactured Capital,39.3
2021,Sub-Saharan Africa,Micronutrient Availability,70.9
2021,Sub-Saharan Africa,Natural Capital,50.6
2021,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2021,Sub-Saharan Africa,Nutritional Standards,55.3
2021,Sub-Saharan Africa,Per Capita GDP,28.8
2021,Sub-Saharan Africa,Political Stability Risk,44.2
2021,Sub-Saharan Africa,Population Growth Rate,45.9
2021,Sub-Saharan Africa,Poverty Population,35.4
2021,Sub-Saharan Africa,Protein Quality,41.9
2021,Sub-Saharan Africa,Social Capital,46.8
2021,Sub-Saharan Africa,Soil Organic Content,18.4
2021,Sub-Saharan Africa,Supply Chain Infrastructure,29.5
2021,Sub-Saharan Africa,Sustainable Agriculture,48.1
2021,Sub-Saharan Africa,Telecommunications,44.4
2022,East Asia & Pacific,Access to Agricultural Resources,51.9
2022,East Asia & Pacific,Access to Diversified Financial Services,53.6
2022,East Asia & Pacific,Access to Financial Services,78.6
2022,East Asia & Pacific,Adoptation of Innovative Technologies,47.6
2022,East Asia & Pacific,Agricultural GDP,NA
2022,East Asia & Pacific,Agricultural Production Volatility,80.9
2022,East Asia & Pacific,Agricultural R&D,44.2
2022,East Asia & Pacific,Agricultural Trade,73.2
2022,East Asia & Pacific,Agricultural Water Quality,35.7
2022,East Asia & Pacific,Agricultural Water Quantity,46.4
2022,East Asia & Pacific,Agricultural Women Empowerment,32.1
